CustomerID,Country,TotalQuantity_std,TotalSpent_std,Frequency_std,AvgTicket_std,UniqueProducts_std,AvgUnitPrice_std,Recency_std
12346,United Kingdom,14.473037835228448,8.358668183148236,-0.4250965025587132,42.73401704833037,-0.7088019014967976,-0.10020528053105278,2.3345741373435525
12347,Iceland,0.2510575665861224,0.25096626418824564,0.35441679662391234,0.10941636663813255,0.4861801912382988,-0.053314667757786004,-0.9053403195403357
12348,Finland,0.22786858583955896,-0.02859600628948439,-0.03533985296740041,0.01678071183161248,-0.46277617652192476,0.03791757764726328,-0.17535959314365723
12349,Italy,-0.11104728661021426,-0.03301179869117063,-0.4250965025587132,0.7450652540468481,0.13471486984562342,0.11170846652779982,-0.7353448079137119
12350,Norway,-0.1970645314308,-0.191347272524876,-0.4250965025587132,-0.04718857266202229,-0.5213537300873706,-0.018317511624352863,2.1745783616949654
12352,Norway,-0.1298759461907572,0.05026299230752249,0.4843356798210166,-0.05895978944574786,-0.029302280137625102,0.3350999188931352,-0.5653492962870882
12353,Bahrain,-0.23214529717560106,-0.2186497531339413,-0.4250965025587132,-0.1838003768108167,-0.67365536935753,0.046984630841668325,1.114606348023076
12354,Spain,-0.131065124690581,-0.10846076863834926,-0.4250965025587132,0.36754571458676283,-0.04101779085071428,0.0010529915464039198,1.3945989554081033
12355,Bahrain,-0.18854208551539633,-0.17744014100029096,-0.4250965025587132,0.022397717144820844,-0.5682157729397274,-0.007715462262623779,1.2146037078034428
12356,Portugal,0.07922127336158825,0.08423978347786663,-0.16525873616450468,0.28835280551778564,-0.09959534441616018,-0.0370265634181796,-0.6953458640015652
12357,Switzerland,0.30060667074544595,0.4620954344303197,-0.4250965025587132,3.2224039740086785,0.8142144912047959,-0.03271641268770878,-0.5953485042211982
12358,Austria,-0.18695651418229797,-0.09859671839059161,-0.2951776193616089,0.09177803153383572,-0.5682157729397274,0.11127491931403703,-0.9053403195403357
12359,Cyprus,0.08536536227734438,0.4804428349080742,-0.03533985296740041,0.6535425822412957,1.7866018803911978,0.12139529126158694,-0.345355104770281
12360,Austria,-0.005210400125899112,0.06762131759124854,-0.16525873616450468,0.26063519456192386,0.5096112126644772,-0.026838639565226804,-0.4053535206385011
12361,Belgium,-0.21807335159435318,-0.20742391656729625,-0.4250965025587132,-0.12763032367873292,-0.6033623050789949,-0.033114744959971354,1.9445844342001213
12362,Belgium,0.205670587176182,0.35290331312240986,0.7441734462152251,0.057593349148485164,1.6343002411210386,-0.015401093964268198,-0.8953405835622991
12363,Unspecified,-0.1552450875203309,-0.1671377379668784,-0.2951776193616089,-0.07969928725977939,-0.4510606658088356,-0.06302808690683885,0.17463116608762697
12364,Belgium,0.06237457794741824,-0.08245999553998513,-0.03533985296740041,-0.0505983008625576,0.09956833770635587,-0.07476538861157107,-0.8453419036721156
12365,Cyprus,-0.20162304901345776,-0.1571935826415391,-0.2951776193616089,-0.05482079692803683,-0.46277617652192476,0.3707572570498225,1.9845833781122681
12367,Denmark,-0.20182124543009505,-0.20976031466342654,-0.4250965025587132,-0.13932082036628257,-0.5916467943659057,-0.0370612470523879,-0.8853408475842623
12370,Cyprus,0.2302469428392065,0.16593138662380102,-0.03533985296740041,0.26011700865716225,0.954800619761866,-0.04874583408582348,-0.4153532566165378
12371,Switzerland,-0.11897514327570603,-0.018502766514201564,-0.2951776193616089,0.29215871166162116,0.017559762714731617,-0.017349617553757066,-0.47535167248475796
12372,Denmark,-0.0787412706983353,-0.08413552674606713,-0.16525873616450468,0.007522951835710071,-0.32219004796485456,-0.04286856423396383,-0.2053588010777673
12373,Austria,-0.1970645314308,-0.18798730954853626,-0.4250965025587132,-0.030376525044688962,-0.5565002622266382,0.0033434172271149167,2.184578097673002
12374,Austria,-0.16832605101839232,-0.14589542899096625,-0.4250965025587132,0.18023612313629475,-0.33390555867794375,-0.0072520898335737514,-0.6753463920454919
12375,Finland,-0.20083026334690857,-0.17765152939946466,-0.2951776193616089,-0.1060029048067661,-0.5565002622266382,0.07148045755472886,-0.8153426957380054
12377,Switzerland,-0.04901180820274115,-0.04741179895698695,-0.2951776193616089,0.2198335054879807,0.12299935913253424,-0.0511274233413762,2.2245770415851487
12378,Switzerland,0.2651295121673703,0.21743561379721016,-0.4250965025587132,1.998214129210771,1.8451794339566436,-0.04298266876115158,0.3746258856483608
12379,Belgium,-0.15544328393696819,-0.13373392061534714,-0.2951776193616089,0.003871063346646943,-0.2636124943994087,-0.04681787722530661,-0.1053614412974004
12380,Belgium,-0.012741863958116295,0.0746026976165902,-0.03533985296740041,0.14587302150387943,0.18157691269798013,-0.03183859684746629,-0.7053455999796019
12381,Norway,-0.07596652086541317,-0.02324787979038998,0.09457903022970385,-0.027892572843743895,0.09956833770635587,0.006298193561101423,-0.8753411116062256
12383,Belgium,0.0675276847799879,-0.022663780266357413,0.09457903022970385,-0.02730804800936644,0.2635854876896044,-0.04036550132954026,0.9246113644403788
